pair_id,label,complex,simple,complex_words,simple_words,compression_ratio
CD004886,rephrase,"Pooled analysis of three homogenous trials showed that needle aspiration did not significantly increase the proportion of patients with fever resolution (RR 0.60, 95% confidence interval (CI) 0.22 to 1.61).",Pooled analysis of three homogenous trials showed that needle aspiration did not significantly increase the proportion of patients with fever resolution.,30,21,0.7
CD004886,rephrase,"The benefits in the number of days to resolution of pain (MD -1.59, 95%CI -2.73 to -0.42), number of days to resolution of abdominal tenderness (MD -1.70, 95%CI -2.86 to -0.54), and duration of hospitalisation (MD -1.31, 95%CI -2.05 to -0.57) were observed in the needle aspiration group only.",Benefits could be observed in resolution time of pain and tenderness.,49,11,0.22448979591836735
CD004886,rephrase,Therapeutic aspiration in addition to metronidazole to hasten clinical or radiologic resolution of uncomplicated amoebic liver abscesses cannot be supported or refuted by the present evidence.,No additional benefit has been found with percutaneous needle aspiration plus metronidazole versus metronidazole alone for uncomplicated amoebic liver abscesses in hastening clinical and radiologic resolution.,26,26,1.0
CD004886,merge,The trials lack methodological rigour and adequate sample size to conclude on the presence of effectiveness of adjunctive image-guided aspiration plus metronidazole versus metronidazole alone.,"However, this conclusion is based on trials with methodological flaws and with insufficient sample sizes, and requires further confirmation in larger well-designed, randomised trials.",25,24,0.96
CD011749,rephrase,"We screened 7674 citations, from which 14 trials with 1844 participants met our inclusion criteria.",We found 14 randomized controlled studies that enrolled a total of 1844 adult participants.,15,14,0.9333333333333333
CD011749,rephrase,"Ten RCTs were placebo-controlled, and four reported comparisons of different drugs.",Ten studies compared medicine to placebo - an inactive medicine also known as a sugar pill; four studies compared different drugs.,11,21,1.9090909090909092
CD011749,rephrase,"Drugs examined in these trials were the following: antipsychotics (n = 10), alpha2 agonists (n = 3; all dexmedetomidine), statins (n = 2), opioids (n = 1; morphine), serotonin antagonists (n = 1; ondansetron), and cholinesterase (CHE) inhibitors (n = 1; rivastigmine).","These were antipsychotic drugs used as tranquillizers in ten studies; the sedative alpha2 agonist dexmedetomidine in three studies; statins that reduce cholesterol in two studies; opioids as part of pain management in one study; serotonin antagonists for nausea and vomiting in one study; and cholinesterase inhibitors, which are medicines for Alzheimer's disease, in one study.",42,55,1.3095238095238095
CD011749,rephrase,Eleven studies (n = 1153 participants) contributed to analysis of the primary outcome.,Eleven studies with 1153 participants reported on the main outcome of this review - duration of delirium.,13,17,1.3076923076923077
CD011749,rephrase,"Adverse events often were not reported in these trials or, when reported, were rare; pair-wise analysis of QTc prolongation in seven studies did not show significant differences between antipsychotics, ondansetron, dexmedetomidine, and placebo.",Adverse events often were not reported in these trials or were rare when reported.,33,14,0.42424242424242425
CD011749,rephrase,We identified trials of varying quality that examined six different drug classes for treatment of delirium in critically ill adults.,The Review authors used the statistical method of network meta-analysis to compare the six different drug classes.,20,17,0.85
CD011749,split,"We found evidence that the alpha2 agonist dexmedetomidine may shorten delirium duration, although this small effect (compared with placebo) was seen in pairwise analyses based on a single study and was not seen in the NMA results.","When drug classes were directly compared with placebo, only the alpha2 agonist dexmedetomidine was found to reduce the duration of delirium, and the cholinesterase inhibitor rivastigmine was found to prolong the duration of delirium. The other drugs when compared to placebo did not change delirium duration. The alpha2 agonist dexmedetomidine shortened time spent on a breathing machine.",37,57,1.5405405405405406
CD011749,rephrase,"We found no evidence of a difference between placebo and any drug in terms of delirium-free and coma-free days, days with coma, physical restraint use, length of stay, long-term cognitive outcomes, or mortality.","Using this method, we did not find that any drug improved the duration of coma, length of stay, long-term cognitive outcomes, or death.",33,23,0.696969696969697
CD011749,rephrase,"The ten ongoing studies and the six studies awaiting classification that we identified, once published and assessed, may alter the conclusions of the review.","We found 10 ongoing studies and six studies awaiting classification that, once published and assessed, may change the conclusions of this review.",24,22,0.9166666666666666
CD009006,rephrase,We included 13 randomised trials (975 participants).,"Based on searches carried out in 2006 and 2011, this review includes 13 trials with a total of 975 participants.",7,20,2.857142857142857
CD009006,rephrase,"These evaluated social skills programmes versus standard care, or discussion group.","The main objective of this review is to investigate the effectiveness of social skills programmes, compared to standard care or discussion groups, for people with schizophrenia.",11,26,2.3636363636363638
CD009006,split,We found evidence in favour of social skills programmes compared to standard care on all measures of social functioning.,The review found significant differences in favour of social skills programmes compared to standard care on all measures of social functioning. Rates of relapse were lower for social skills compared to standard care and there was a significant difference in favour of social skills on people’s mental state.,19,48,2.526315789473684
